trackName;artistName;endTime;msPlayed;TrackID;Popularity;msDuration;Release_day;Uri;Acousticness;Danceability;Energy;Speechiness;Instrumentalness;Liveness;Valence;Loudeness;Tempo;Time_signature;Key;Mode;uri2;id2
En e Xanax;Samuele Bersani;2020-04-15 10:59;255518;0HkEbFjHSxa4JkmHFsdQRj;53;273573;2013-09-10;spotify:track:0HkEbFjHSxa4JkmHFsdQRj;0.492;0.626;0.592;0.0268;0.0001;0.0685;0.47;-7.676;4;7;1;273573;spotify:track:0HkEbFjHSxa4JkmHFsdQRj;0HkEbFjHSxa4JkmHFsdQRj
Ora che ti guardo bene;Gazzelle;2020-04-15 21:56;171053;25rH6l9UjJaLu4Ckxku8XT;58;172836;2020-04-15;spotify:track:25rH6l9UjJaLu4Ckxku8XT;0.217;0.672;0.464;0.0407;0.000129;0.103;0.289;-5.757;4;0;1;172836;spotify:track:25rH6l9UjJaLu4Ckxku8XT;25rH6l9UjJaLu4Ckxku8XT
The Scientist;Coldplay;2020-04-15 22:02;309600;75JFxkI2RXiU7L9VXzMkle;84;309600;2002-08-08;spotify:track:75JFxkI2RXiU7L9VXzMkle;0.731;0.557;0.442;0.0243;1.46e-05;0.11;0.213;-7.224;4;5;1;309600;spotify:track:75JFxkI2RXiU7L9VXzMkle;75JFxkI2RXiU7L9VXzMkle
We Might As Well Be Strangers;Keane;2020-04-15 22:05;192333;4U4wBmE5KUP39VIpWMWGA3;47;192333;2004-05-10;spotify:track:4U4wBmE5KUP39VIpWMWGA3;0.0448;0.53;0.407;0.026;0.0085;0.12;0.285;-7.925;4;5;1;192333;spotify:track:4U4wBmE5KUP39VIpWMWGA3;4U4wBmE5KUP39VIpWMWGA3
Honest;Kodaline;2020-04-15 22:08;218933;1DIg9155AY65dpR5Lf5Vg4;47;218933;2015-02-09;spotify:track:1DIg9155AY65dpR5Lf5Vg4;0.00389;0.389;0.758;0.0485;0;0.167;0.318;-5.662;4;0;1;218933;spotify:track:1DIg9155AY65dpR5Lf5Vg4;1DIg9155AY65dpR5Lf5Vg4
Panic - 2011 Remaster;The Smiths;2020-04-15 22:14;140506;64D3dzWyj0GpQT1AHx4kbK;62;140506;1987;spotify:track:64D3dzWyj0GpQT1AHx4kbK;0.0175;0.53;0.861;0.0372;0.0177;0.0857;0.844;-4.67;4;7;1;140507;spotify:track:64D3dzWyj0GpQT1AHx4kbK;64D3dzWyj0GpQT1AHx4kbK
Misread;Kings of Convenience;2020-04-15 22:17;188400;3hxoYmSHzIBwSS2bPTOfbg;63;188400;2004-01-01;spotify:track:3hxoYmSHzIBwSS2bPTOfbg;0.734;0.637;0.625;0.0382;0.514;0.128;0.896;-9.783;4;6;1;188400;spotify:track:3hxoYmSHzIBwSS2bPTOfbg;3hxoYmSHzIBwSS2bPTOfbg
Silhouettes;Sleeping At Last;2020-04-15 22:20;218026;69At6N2vYtvl7UUCGadzVq;30;218026;2011-11-08;spotify:track:69At6N2vYtvl7UUCGadzVq;0.912;0.452;0.159;0.0445;1.53e-05;0.095;0.349;-14.644;3;6;1;218027;spotify:track:69At6N2vYtvl7UUCGadzVq;69At6N2vYtvl7UUCGadzVq
Psycho Killer - 2005 Remaster;Talking Heads;2020-04-15 22:25;261413;1i6N76fftMZhijOzFQ5ZtL;74;261413;1977-09-16;spotify:track:1i6N76fftMZhijOzFQ5ZtL;0.0708;0.721;0.521;0.0613;0.00545;0.127;0.942;-8.123;4;2;1;261413;spotify:track:1i6N76fftMZhijOzFQ5ZtL;1i6N76fftMZhijOzFQ5ZtL
Perfect Day;Lou Reed;2020-04-15 22:28;225000;4TOMI010Sd4ZAX4aZ5TS85;70;225000;1972-12-01;spotify:track:4TOMI010Sd4ZAX4aZ5TS85;0.744;0.4;0.267;0.0323;0.00734;0.103;0.0872;-12.488;3;10;1;225000;spotify:track:4TOMI010Sd4ZAX4aZ5TS85;4TOMI010Sd4ZAX4aZ5TS85
Blood and Bones;Kodaline;2020-04-15 22:32;232680;4uIE29yKjg7Cbw6aEXyxiK;49;232680;2017-10-13;spotify:track:4uIE29yKjg7Cbw6aEXyxiK;0.575;0.471;0.354;0.0288;4.69e-05;0.0695;0.0979;-8.514;4;2;1;232680;spotify:track:4uIE29yKjg7Cbw6aEXyxiK;4uIE29yKjg7Cbw6aEXyxiK
A Sky Full of Stars;Coldplay;2020-04-15 22:46;210884;0FDzzruyVECATHXKHFs9eJ;79;267866;2014-05-19;spotify:track:0FDzzruyVECATHXKHFs9eJ;0.00617;0.545;0.675;0.0279;0.00197;0.209;0.162;-6.474;4;6;1;267867;spotify:track:0FDzzruyVECATHXKHFs9eJ;0FDzzruyVECATHXKHFs9eJ
A Sky Full of Stars;Coldplay;2020-04-17 08:56;57050;0FDzzruyVECATHXKHFs9eJ;79;267866;2014-05-19;spotify:track:0FDzzruyVECATHXKHFs9eJ;0.00617;0.545;0.675;0.0279;0.00197;0.209;0.162;-6.474;4;6;1;267867;spotify:track:0FDzzruyVECATHXKHFs9eJ;0FDzzruyVECATHXKHFs9eJ
True Love Waits;Radiohead;2020-04-17 09:01;283463;07XaOyTS5hyaWiUK1Bc3bR;59;283463;2016-05-08;spotify:track:07XaOyTS5hyaWiUK1Bc3bR;0.938;0.401;0.132;0.0355;0.102;0.1;0.0381;-15.569;4;0;1;283464;spotify:track:07XaOyTS5hyaWiUK1Bc3bR;07XaOyTS5hyaWiUK1Bc3bR
Tubthumping;Chumbawamba;2020-04-17 09:05;234133;22HYEJveCvykVDHDiEEmjZ;63;278778;1997;spotify:track:22HYEJveCvykVDHDiEEmjZ;0.128;0.348;0.88;0.0978;0;0.357;0.606;-7.366;4;2;1;278779;spotify:track:22HYEJveCvykVDHDiEEmjZ;22HYEJveCvykVDHDiEEmjZ
Everything Will Be Alright;The Killers;2020-04-17 09:11;344826;3nFhiJReGYBDoqArWW3p5e;44;344906;2004;spotify:track:3nFhiJReGYBDoqArWW3p5e;0.000944;0.479;0.684;0.0287;0.000906;0.138;0.218;-6.6;4;0;0;344907;spotify:track:3nFhiJReGYBDoqArWW3p5e;3nFhiJReGYBDoqArWW3p5e
Girl Afraid - 2011 Remaster;The Smiths;2020-04-17 09:12;12947;38ZW90yqTca2NYmh3uy4xV;50;166320;1987;spotify:track:38ZW90yqTca2NYmh3uy4xV;0.000108;0.406;0.926;0.0447;0.0136;0.125;0.911;-4.875;4;9;1;166320;spotify:track:38ZW90yqTca2NYmh3uy4xV;38ZW90yqTca2NYmh3uy4xV
Knives Out;Radiohead;2020-04-18 16:39;254866;521OhfIeThXJKiTyz0m883;58;254866;2001-03-12;spotify:track:521OhfIeThXJKiTyz0m883;0.091;0.432;0.675;0.0337;0.287;0.159;0.184;-6.702;4;2;0;254867;spotify:track:521OhfIeThXJKiTyz0m883;521OhfIeThXJKiTyz0m883
Bloom - Bonus Track;The Paper Kites;2020-04-18 16:43;210080;41yIvlFgvGwxq8qTqAR7eG;75;210080;2013-03-05;spotify:track:41yIvlFgvGwxq8qTqAR7eG;0.882;0.592;0.416;0.0246;0.000586;0.112;0.417;-9.794;4;1;1;210080;spotify:track:41yIvlFgvGwxq8qTqAR7eG;41yIvlFgvGwxq8qTqAR7eG
Do I Wanna Know?;Arctic Monkeys;2020-04-18 16:48;272394;5FVd6KXrgO9B3JPmC8OPst;87;272394;2013-09-09;spotify:track:5FVd6KXrgO9B3JPmC8OPst;0.186;0.548;0.532;0.0323;0.000263;0.217;0.405;-7.596;4;5;1;272394;spotify:track:5FVd6KXrgO9B3JPmC8OPst;5FVd6KXrgO9B3JPmC8OPst
Take Me To Church;Hozier;2020-04-18 16:52;241688;3dYD57lRAUcMHufyqn9GcI;84;241688;2014-07-20;spotify:track:3dYD57lRAUcMHufyqn9GcI;0.634;0.566;0.664;0.0464;0;0.116;0.437;-5.303;4;4;0;241688;spotify:track:3dYD57lRAUcMHufyqn9GcI;3dYD57lRAUcMHufyqn9GcI
Fade Into You;Mazzy Star;2020-04-18 16:57;295600;1LzNfuep1bnAUR9skqdHCK;75;295600;1993-10-05;spotify:track:1LzNfuep1bnAUR9skqdHCK;0.245;0.42;0.33;0.0275;0.000679;0.0677;0.175;-13.925;3;9;1;295600;spotify:track:1LzNfuep1bnAUR9skqdHCK;1LzNfuep1bnAUR9skqdHCK
Fourth of July;Sufjan Stevens;2020-04-18 17:01;279316;4K3RZJ8sWPbv0IedcnEfw6;62;279316;2015-03-31;spotify:track:4K3RZJ8sWPbv0IedcnEfw6;0.973;0.441;0.104;0.0459;0.354;0.119;0.156;-22.399;4;6;0;279316;spotify:track:4K3RZJ8sWPbv0IedcnEfw6;4K3RZJ8sWPbv0IedcnEfw6
Boat Behind;Kings of Convenience;2020-04-18 17:05;220600;3ooB1pAGbXWfm74Jqh7Zfh;53;220600;2009-01-01;spotify:track:3ooB1pAGbXWfm74Jqh7Zfh;0.846;0.714;0.333;0.028;0.0231;0.154;0.647;-12.961;4;0;1;220600;spotify:track:3ooB1pAGbXWfm74Jqh7Zfh;3ooB1pAGbXWfm74Jqh7Zfh
Mirrors;James Waves;2020-04-18 17:08;198655;09WgcQtXbOJvFwO1Iz9Vt1;6;198656;2019-04-08;spotify:track:09WgcQtXbOJvFwO1Iz9Vt1;0.098;0.653;0.455;0.0306;0.777;0.359;0.12;-7.131;4;5;0;198656;spotify:track:09WgcQtXbOJvFwO1Iz9Vt1;09WgcQtXbOJvFwO1Iz9Vt1
Out of the Black;Royal Blood;2020-04-18 17:10;79381;1INksmStBpxdNlBzwGUvsg;63;240572;2014-08-22;spotify:track:1INksmStBpxdNlBzwGUvsg;0.000867;0.52;0.981;0.0906;0.00177;0.197;0.633;-2.75;4;2;1;240572;spotify:track:1INksmStBpxdNlBzwGUvsg;1INksmStBpxdNlBzwGUvsg
Clint Eastwood;Gorillaz;2020-04-18 22:52;340920;1RKUoGiLEbcXN4GY4spQDx;76;340920;2001-03-26;spotify:track:1RKUoGiLEbcXN4GY4spQDx;0.0249;0.663;0.694;0.172;0;0.0698;0.524;-8.627;4;10;0;340920;spotify:track:1RKUoGiLEbcXN4GY4spQDx;1RKUoGiLEbcXN4GY4spQDx
All I Think About Now;Pixies;2020-04-18 22:54;137676;07B4CFVNwG7oJ6pjQBt3am;57;187320;2016-09-30;spotify:track:07B4CFVNwG7oJ6pjQBt3am;0.00395;0.251;0.571;0.0311;0.00176;0.159;0.226;-7.822;4;8;1;187320;spotify:track:07B4CFVNwG7oJ6pjQBt3am;07B4CFVNwG7oJ6pjQBt3am
Love Like This - Acoustic;Kodaline;2020-04-18 22:58;241640;5Wjf9NsW6QCmBiDIdVvMbP;63;241640;2013-06-17;spotify:track:5Wjf9NsW6QCmBiDIdVvMbP;0.961;0.398;0.151;0.0342;0.0443;0.0923;0.0749;-14.402;4;4;1;241640;spotify:track:5Wjf9NsW6QCmBiDIdVvMbP;5Wjf9NsW6QCmBiDIdVvMbP
Beautiful Day;U2;2020-04-18 23:02;248400;0gzqZ9d1jIKo9psEIthwXe;75;248400;2000-01-01;spotify:track:0gzqZ9d1jIKo9psEIthwXe;0.0154;0.536;0.928;0.0589;0.00134;0.2;0.389;-6.492;4;11;0;248400;spotify:track:0gzqZ9d1jIKo9psEIthwXe;0gzqZ9d1jIKo9psEIthwXe
Wish You Were Here;Pink Floyd;2020-04-18 23:07;321080;7aE5WXu5sFeNRh3Z05wwu4;71;334743;1975-09-12;spotify:track:7aE5WXu5sFeNRh3Z05wwu4;0.735;0.481;0.262;0.0414;0.0114;0.832;0.375;-15.73;4;7;1;334744;spotify:track:7aE5WXu5sFeNRh3Z05wwu4;7aE5WXu5sFeNRh3Z05wwu4
Sleep Is a Rose;RHODES;2020-04-18 23:18;7580;51Ao9vD8RKBfhFDcipwNku;44;231706;2017-06-09;spotify:track:51Ao9vD8RKBfhFDcipwNku;0.924;0.332;0.253;0.0492;0.000203;0.107;0.181;-10.1;3;7;1;231707;spotify:track:51Ao9vD8RKBfhFDcipwNku;51Ao9vD8RKBfhFDcipwNku
Sleep Is a Rose;RHODES;2020-04-20 23:36;224232;51Ao9vD8RKBfhFDcipwNku;44;231706;2017-06-09;spotify:track:51Ao9vD8RKBfhFDcipwNku;0.924;0.332;0.253;0.0492;0.000203;0.107;0.181;-10.1;3;7;1;231707;spotify:track:51Ao9vD8RKBfhFDcipwNku;51Ao9vD8RKBfhFDcipwNku
Everything In Its Right Place;Radiohead;2020-04-20 23:40;251426;2kRFrWaLWiKq48YYVdGcm8;65;251426;2000-10-02;spotify:track:2kRFrWaLWiKq48YYVdGcm8;0.705;0.296;0.463;0.0449;0.0482;0.0954;0.0629;-11.412;5;5;0;251427;spotify:track:2kRFrWaLWiKq48YYVdGcm8;2kRFrWaLWiKq48YYVdGcm8
The Scientist;Coldplay;2020-04-20 23:45;309600;75JFxkI2RXiU7L9VXzMkle;84;309600;2002-08-08;spotify:track:75JFxkI2RXiU7L9VXzMkle;0.731;0.557;0.442;0.0243;1.46e-05;0.11;0.213;-7.224;4;5;1;309600;spotify:track:75JFxkI2RXiU7L9VXzMkle;75JFxkI2RXiU7L9VXzMkle
There Is a Light That Never Goes Out - 2011 Remaster;The Smiths;2020-04-20 23:58;141160;0WQiDwKJclirSYG9v5tayI;75;244586;1986-06-16;spotify:track:0WQiDwKJclirSYG9v5tayI;0.04;0.523;0.769;0.0269;0;0.136;0.876;-5.855;4;4;1;244587;spotify:track:0WQiDwKJclirSYG9v5tayI;0WQiDwKJclirSYG9v5tayI
There Is a Light That Never Goes Out - 2011 Remaster;The Smiths;2020-04-21 23:43;244586;0WQiDwKJclirSYG9v5tayI;75;244586;1986-06-16;spotify:track:0WQiDwKJclirSYG9v5tayI;0.04;0.523;0.769;0.0269;0;0.136;0.876;-5.855;4;4;1;244587;spotify:track:0WQiDwKJclirSYG9v5tayI;0WQiDwKJclirSYG9v5tayI
Human;The Killers;2020-04-21 23:47;245373;1sTsuZTdANkiFd7T34H3nb;75;245373;2008-11-18;spotify:track:1sTsuZTdANkiFd7T34H3nb;0.00132;0.557;0.8;0.0601;0.0012;0.0906;0.582;-8.477;4;10;1;245373;spotify:track:1sTsuZTdANkiFd7T34H3nb;1sTsuZTdANkiFd7T34H3nb
Every You Every Me;Placebo;2020-04-22 00:00;141320;3tRv4ZYZimrL27flnjgeR6;68;213800;1998-10-12;spotify:track:3tRv4ZYZimrL27flnjgeR6;2.7e-05;0.478;0.923;0.0569;0.719;0.325;0.165;-7.547;4;10;1;213800;spotify:track:3tRv4ZYZimrL27flnjgeR6;3tRv4ZYZimrL27flnjgeR6
Il Comico (Sai Che Risate);Cesare Cremonini;2020-04-22 16:23;1221;6hyruZsp4aAmCNHoumdoHS;52;257866;2012-01-01;spotify:track:6hyruZsp4aAmCNHoumdoHS;0.353;0.499;0.906;0.0616;0;0.151;0.277;-5.831;4;0;1;257867;spotify:track:6hyruZsp4aAmCNHoumdoHS;6hyruZsp4aAmCNHoumdoHS
Il Comico (Sai Che Risate);Cesare Cremonini;2020-04-22 16:35;256626;6hyruZsp4aAmCNHoumdoHS;52;257866;2012-01-01;spotify:track:6hyruZsp4aAmCNHoumdoHS;0.353;0.499;0.906;0.0616;0;0.151;0.277;-5.831;4;0;1;257867;spotify:track:6hyruZsp4aAmCNHoumdoHS;6hyruZsp4aAmCNHoumdoHS
Mi Sono Innamorato Di Te;Tiziano Ferro;2020-04-22 16:38;180848;2VO6UxUbcanTyMqPCLQokh;31;180848;2017-02-08;spotify:track:2VO6UxUbcanTyMqPCLQokh;0.844;0.293;0.314;0.0305;0.000366;0.154;0.135;-6.265;4;0;0;180848;spotify:track:2VO6UxUbcanTyMqPCLQokh;2VO6UxUbcanTyMqPCLQokh
E' Tardi;Caparezza;2020-04-22 16:42;274040;3xAoCJhe3jgtGzSfMuNVEV;31;274040;2014-01-01;spotify:track:3xAoCJhe3jgtGzSfMuNVEV;0.0669;0.765;0.849;0.24;6.76e-06;0.612;0.717;-7.469;4;8;1;274040;spotify:track:3xAoCJhe3jgtGzSfMuNVEV;3xAoCJhe3jgtGzSfMuNVEV
Punk;Gazzelle;2020-04-22 16:46;233760;1itMfXkMWipjKmwA4E9mvP;52;233760;2018-11-30;spotify:track:1itMfXkMWipjKmwA4E9mvP;0.526;0.657;0.438;0.0314;0.00287;0.138;0.349;-5.587;3;9;1;233760;spotify:track:1itMfXkMWipjKmwA4E9mvP;1itMfXkMWipjKmwA4E9mvP
Vivere o morire;Motta;2020-04-22 16:51;280786;5WUC20LP0TseHhLzarQ08z;28;280786;2018-04-06;spotify:track:5WUC20LP0TseHhLzarQ08z;0.687;0.621;0.687;0.037;4.97e-06;0.174;0.411;-5.852;4;2;1;280787;spotify:track:5WUC20LP0TseHhLzarQ08z;5WUC20LP0TseHhLzarQ08z
