trackName;artistName;endTime;msPlayed;TrackID;Popularity;msDuration;Release_day;Uri;Acousticness;Danceability;Energy;Speechiness;Instrumentalness;Liveness;Valence;Loudeness;Tempo;Time_signature;Key;Mode;uri2;id2
Alleviate;Leprous;2020-05-14 18:59;113243;1L2dVs7ppm3cSYpSuHId5S;47;222415;2019-10-25;spotify:track:1L2dVs7ppm3cSYpSuHId5S;0.664;0.408;0.325;0.0486;4.99e-05;0.061;0.224;-8.67;4;2;0;222416;spotify:track:1L2dVs7ppm3cSYpSuHId5S;1L2dVs7ppm3cSYpSuHId5S
Alleviate;Leprous;2020-05-15 10:33;13750;1L2dVs7ppm3cSYpSuHId5S;47;222415;2019-10-25;spotify:track:1L2dVs7ppm3cSYpSuHId5S;0.664;0.408;0.325;0.0486;4.99e-05;0.061;0.224;-8.67;4;2;0;222416;spotify:track:1L2dVs7ppm3cSYpSuHId5S;1L2dVs7ppm3cSYpSuHId5S
Alleviate;Leprous;2020-05-15 10:36;222415;1L2dVs7ppm3cSYpSuHId5S;47;222415;2019-10-25;spotify:track:1L2dVs7ppm3cSYpSuHId5S;0.664;0.408;0.325;0.0486;4.99e-05;0.061;0.224;-8.67;4;2;0;222416;spotify:track:1L2dVs7ppm3cSYpSuHId5S;1L2dVs7ppm3cSYpSuHId5S
At the Bottom;Leprous;2020-05-15 11:21;414606;02WdcrgTHRNmcxShMGS9Hl;43;441173;2019-10-25;spotify:track:02WdcrgTHRNmcxShMGS9Hl;0.00806;0.343;0.561;0.0438;0.248;0.107;0.147;-8.028;4;1;0;441173;spotify:track:02WdcrgTHRNmcxShMGS9Hl;02WdcrgTHRNmcxShMGS9Hl
At the Bottom;Leprous;2020-05-17 13:07;21935;02WdcrgTHRNmcxShMGS9Hl;43;441173;2019-10-25;spotify:track:02WdcrgTHRNmcxShMGS9Hl;0.00806;0.343;0.561;0.0438;0.248;0.107;0.147;-8.028;4;1;0;441173;spotify:track:02WdcrgTHRNmcxShMGS9Hl;02WdcrgTHRNmcxShMGS9Hl
Dietro l'intima ragione;Blastema;2020-05-17 18:06;300999;3h16imtgNkxUDKOjoDTNye;11;212493;2013-02-12;spotify:track:3h16imtgNkxUDKOjoDTNye;0.0945;0.488;0.624;0.0354;0;0.0951;0.22;-6.738;4;2;1;212493;spotify:track:3h16imtgNkxUDKOjoDTNye;3h16imtgNkxUDKOjoDTNye
Dietro l'intima ragione;Blastema;2020-05-17 18:33;34784;3h16imtgNkxUDKOjoDTNye;11;212493;2013-02-12;spotify:track:3h16imtgNkxUDKOjoDTNye;0.0945;0.488;0.624;0.0354;0;0.0951;0.22;-6.738;4;2;1;212493;spotify:track:3h16imtgNkxUDKOjoDTNye;3h16imtgNkxUDKOjoDTNye
Tira fuori le spine - (solo archi);Blastema;2020-05-17 18:35;145020;4UdiqMmhiK9GrvWaFZvjJj;3;219000;2013-02-12;spotify:track:4UdiqMmhiK9GrvWaFZvjJj;0.752;0.266;0.386;0.0309;0;0.109;0.25;-8.174;5;4;1;219000;spotify:track:4UdiqMmhiK9GrvWaFZvjJj;4UdiqMmhiK9GrvWaFZvjJj
Intro;Blastema;2020-05-20 19:24;4067;3944ONiO7uOUqp6vEWLjBj;3;83000;2013-02-12;spotify:track:3944ONiO7uOUqp6vEWLjBj;0.00426;0.581;0.855;0.0346;0;0.456;0.778;-6.774;4;0;1;83000;spotify:track:3944ONiO7uOUqp6vEWLjBj;3944ONiO7uOUqp6vEWLjBj
Lacquer;Katatonia;2020-05-20 19:24;2645;0qA9j2IpP4voAIj9FXxHeb;47;282106;2020-04-24;spotify:track:0qA9j2IpP4voAIj9FXxHeb;0.219;0.527;0.453;0.033;3.93e-05;0.104;0.179;-11.677;3;0;0;282107;spotify:track:0qA9j2IpP4voAIj9FXxHeb;0qA9j2IpP4voAIj9FXxHeb
Lacquer;Katatonia;2020-05-20 19:27;201323;0qA9j2IpP4voAIj9FXxHeb;47;282106;2020-04-24;spotify:track:0qA9j2IpP4voAIj9FXxHeb;0.219;0.527;0.453;0.033;3.93e-05;0.104;0.179;-11.677;3;0;0;282107;spotify:track:0qA9j2IpP4voAIj9FXxHeb;0qA9j2IpP4voAIj9FXxHeb
